#Ribo-seq raw count
len_ribo	es1_ribo	es2_ribo	es3_ribo	npc1_ribo	npc2_ribo	npc3_ribo
OTUD3	6885	28	15	20	209	263	279
PLA2G2E	785	0	0	0	0	0	0
RN7SL304P	301	0	0	0	0	0	0
PLA2G2A	1685	17	8	18	0	0	1
PLA2G5	3342	1	0	3	0	0	0
PLA2G2D	2681	0	0	1	3	0	4
PLA2G2F	6440	0	0	0	0	0	1
Z98257.1	2930	0	0	0	0	0	0
PLA2G2C	3298	0	0	0	1	0	0
UBXN10-AS1	510	0	0	0	0	0	0
UBXN10	5562	13	3	3	2	1	8
LINC01757	646	0	0	0	0	0	1
Z98257.2	1639	0	0	0	0	0	0
VWA5B1	6377	7	4	9	0	3	1
AL020998.1	229	0	0	0	0	0	0
LINC01141	4303	0	0	0	0	0	0
AL139254.1	376	0	0	0	0	0	0
AL139254.2	1340	0	0	0	0	0	0
AL139254.3	674	0	0	0	0	0	0
CAMK2N1	2605	23	8	23	25	23	40
MUL1	2428	71	124	128	45	32	29
RPS4XP4	763	0	0	0	0	0	0
FAM43B	2448	10	2	5	5	6	5
CDA	820	172	167	186	25	12	27
PINK1	4833	54	49	49	13	10	20
MIR6084	110	0	0	0	0	0	0
PINK1-AS	4443	0	0	0	0	0	0
DDOST	2721	2048	3348	2894	1282	1094	1643
KIF17	4470	15	7	16	59	69	78
AL663074.2	479	0	0	0	0	0	0
SH2D5	4487	16	12	36	1	7	4
AL663074.1	299	0	0	0	0	0	0
HP1BP3	7402	312	174	315	835	758	1146
EIF4G3	9596	185	77	198	830	926	1061
RNU7-200P	62	0	0	0	0	0	0
MIR1256	119	0	0	0	0	0	0
RPS15AP6	385	1	0	0	0	1	0
AL627311.1	115	1	0	0	0	0	0
HSPE1P27	296	0	0	1	0	0	0
AL031005.2	1111	0	0	4	0	0	1
ECE1	7308	434	464	602	817	791	1226
AL031005.1	723	0	0	0	0	0	0
AL031728.1	2579	0	0	0	0	0	0
PPP1R11P1	376	0	0	0	0	0	0
AL592309.1	649	0	0	0	0	0	0
AL592309.2	761	0	0	0	0	0	0
NBPF2P	661	0	1	2	0	1	0
HS6ST1P1	1234	0	0	0	7	7	1
CROCCP5	830	0	0	0	0	0	0
NBPF3	6812	16	15	20	57	48	53
PFN1P10	327	0	0	0	0	0	0
ALPL	2980	1490	2097	1959	1423	1342	1830
LINC02596	821	0	0	0	0	0	0
RAP1GAP	5755	31	26	43	104	102	169
USP48	9497	293	186	359	144	221	221
AL590103.1	307	0	0	0	0	0	0
LDLRAD2	4490	1	0	7	2	4	1
HSPG2	18118	437	258	581	837	997	1251
AL590556.1	483	0	0	0	0	0	0
AL590556.2	1162	0	0	0	0	0	0
CELA3B	1541	0	0	0	0	0	0
AL590556.3	1611	0	0	0	0	0	0
RN7SL386P	297	0	0	0	0	0	0
RNU6-1022P	104	0	0	0	0	0	0
CELA3A	1224	0	0	0	0	0	0
RN7SL186P	297	0	0	0	0	0	0
RNU6-776P	104	0	0	0	0	0	0
LINC01635	1588	1	0	0	0	0	0
LINC00339	3764	3	5	4	3	1	4
CDC42	16278	369	413	423	193	219	339
AL031281.2	2574	0	0	1	0	0	0
AL031281.3	222	0	0	0	0	0	0
CDC42-IT1	692	0	0	0	0	0	0
AL031281.1	488	0	0	0	0	0	0
WNT4	4650	0	2	1	14	15	16
AL445253.1	811	0	0	1	0	0	0
MIR4418	62	0	0	0	0	0	0
PPIAP34	492	0	0	0	0	0	0
AL591122.1	1853	0	0	0	0	0	0
ZBTB40	9169	36	29	47	57	61	72
ZBTB40-IT1	273	0	0	0	0	0	0
EPHA8	5434	8	12	4	3	8	6
MIR6127	109	0	0	0	0	0	0
C1QA	1220	0	0	0	0	0	0
C1QC	1332	0	0	0	0	0	0
C1QB	1492	0	0	0	0	0	0
EPHB2	12516	85	135	153	249	256	336
MIR4684	82	0	0	0	0	0	0
AL512444.1	480	0	0	0	0	0	0
MIR4253	68	0	0	0	0	0	0
LACTBL1	1641	1	2	1	2	0	1
TEX46	660	0	0	3	0	1	2
KDM1A	5440	849	448	1074	853	1161	1269
AL031428.1	666	0	0	0	0	0	0
MIR3115	68	0	0	0	0	0	0
AL031428.2	77	0	0	0	0	0	0
LUZP1	9658	220	76	223	1038	1074	1329
AL161672.1	818	0	0	0	0	0	0
RNU6-514P	107	0	0	0	0	0	0
RNU6-135P	101	0	0	0	0	0	0
HTR1D	2835	0	9	2	0	1	0
AL109936.1	460	0	1	0	0	0	0
LINC01355	6182	0	2	0	2	4	7
AL109936.6	604	0	0	0	0	0	0
HNRNPR	8676	451	231	577	726	736	972
ZNF436	4786	11	3	9	6	9	26
ZNF436-AS1	2674	0	2	0	6	5	9
AL109936.2	650	0	0	0	0	0	0
TCEA3	3515	1	0	0	6	7	13
AL357134.1	426	0	0	0	0	0	0
ASAP3	4988	163	81	210	82	77	66
E2F2	5462	23	6	18	14	13	29
AL021154.1	456	0	0	0	0	0	0
ID3	1496	884	873	974	902	1176	1431
AL450043.1	1322	0	0	0	0	0	0
MDS2	2142	0	0	0	0	0	0
AL451000.1	1186	0	0	0	1	0	0
RPL11	2659	2831	2047	3031	1393	1644	2028
ELOA-AS1	3086	16	10	10	18	14	10
ELOA	5391	228	61	309	363	406	480
PITHD1	2173	134	86	166	113	158	206
LYPLA2	2021	270	312	344	96	150	166
GALE	3955	47	38	68	24	45	46
HMGCL	5628	44	12	48	37	57	72
FUCA1	2047	73	161	114	59	52	77
CNR2	5265	0	0	0	0	0	1
BTBD6P1	1267	1	0	0	1	0	0
AL590609.3	210	0	0	0	0	0	0
MIR378F	78	0	0	0	0	0	0
AL590609.2	368	0	0	0	0	0	0
PNRC2	2763	63	53	67	23	23	30
SRSF10	10277	432	380	610	294	364	383
AL590609.1	328	0	0	0	0	0	0
AL591178.1	454	0	0	0	0	0	0
MYOM3	9214	0	1	1	3	3	2
AL591178.2	461	0	0	0	0	0	0
IL22RA1	2817	0	1	0	0	0	1
IFNLR1	4940	5	6	11	5	8	7
AL590683.1	1849	0	0	0	0	0	0
AL138902.1	856	1	0	0	1	0	0
GRHL3	3940	11	6	11	542	632	794
STPG1	8511	15	15	19	17	16	25
NIPAL3	9396	15	9	15	19	15	31
RCAN3AS	762	0	0	0	0	0	0
RCAN3	7138	18	13	17	12	19	6
AL445686.2	1445	0	0	0	0	0	0
NCMAP	4146	0	0	0	0	1	0
AL445686.1	348	0	0	0	0	0	0
SRRM1	7922	680	219	726	1195	1249	1659
AL445648.1	886	0	0	0	0	0	0
CLIC4	4467	927	615	1028	531	633	751
RNU6-1208P	107	0	0	0	0	0	0
RUNX3	4523	0	0	0	0	0	1
MIR6731	72	0	0	0	0	0	0
AL445471.1	820	0	0	0	0	0	0
AL445471.2	2443	0	0	0	0	0	0
MIR4425	84	0	0	0	0	0	0
AL050344.2	1431	0	0	0	0	0	0
AL050344.1	863	0	1	0	0	1	0
AL121994.1	402	0	0	0	0	0	0
AL031432.1	988	0	0	0	0	0	0
SYF2	3773	155	97	194	315	356	408
AL031432.4	2190	0	0	0	1	0	1
AL031432.5	760	0	0	0	1	0	0
RSRP1	6730	33	23	42	71	121	122
AL031432.3	485	0	0	0	0	0	0
AL031432.2	459	0	0	0	0	0	0
RHD	3313	0	0	1	0	0	0
SDHDP6	480	0	0	0	0	0	0
AL928711.1	459	0	0	0	0	0	0
TMEM50A	3010	354	545	443	367	356	502
RHCE	2433	0	0	2	0	3	0
AL031284.1	478	0	0	0	0	0	0
MACO1	3979	123	100	124	96	71	72
LDLRAP1	5397	68	69	112	253	207	260
AL606491.1	483	0	1	0	1	1	3
MAN1C1	9026	22	28	31	18	28	31
AL031280.1	2224	0	1	0	0	0	0
SELENON	4421	109	217	140	160	139	279
AL020996.2	792	0	0	0	0	0	0
AL020996.1	2793	2	0	0	0	0	1
MTFR1L	5797	34	20	31	85	71	104
AL020996.3	222	0	0	0	0	0	0
AUNIP	2408	35	28	34	16	24	16
AL033528.2	849	0	0	0	0	0	0
PAQR7	3297	17	15	25	18	10	12
STMN1	6247	1417	1098	1719	1455	1754	2114
SNRPFP2	251	0	0	0	0	0	0
AL033528.1	140	0	0	1	0	0	0
MIR3917	93	0	0	0	0	0	0
PAFAH2	3795	63	77	90	87	93	118
RNU6-110P	104	0	0	0	0	0	0
RF00492	554	0	0	0	0	0	2
RF00283	167	0	0	0	0	0	0
EXTL1	4537	3	3	2	2	1	2
SLC30A2	3498	1	1	3	3	12	15
AL391650.2	941	0	0	0	0	0	0
TRIM63	2573	0	0	0	0	0	0
PDIK1L	4560	13	17	12	15	21	13
FAM110D	2799	20	7	3	3	3	8
C1orf232	761	0	0	0	0	0	0
AL391650.1	2073	0	0	0	2	2	1
ZNF593	732	0	0	0	0	0	0
CNKSR1	3960	52	36	52	101	136	130
CATSPER4	2030	3	1	0	2	0	0
AL355877.1	3191	4	2	3	0	0	1
AL355877.3	899	0	0	0	0	0	0
CEP85	5145	222	68	230	240	277	349
AL355877.2	358	0	0	0	0	0	0
SH3BGRL3	876	305	435	375	334	340	461
UBXN11	4704	39	27	27	70	83	94
CD52	934	0	1	0	1	0	0
CRYBG2	6895	32	17	19	40	63	85
AL451139.1	346	0	0	0	0	0	0
ZNF683	2379	0	0	0	0	0	0
LIN28A	3975	856	455	983	529	516	731
DHDDS	5608	239	146	284	206	239	324
AL513365.1	535	1	0	0	0	0	0
AL513365.2	1261	0	0	0	0	0	0
HMGN2	3189	103	67	92	413	304	507
DPPA2P2	897	0	0	0	0	0	0
RPS6KA1	5884	119	83	128	197	227	282
MIR1976	52	0	0	0	0	2	1
RN7SL679P	304	0	3	0	0	0	0
RNU7-29P	64	0	0	0	0	0	0
AL627313.1	238	0	0	0	0	0	0
RF01210	3120	0	0	0	2	0	0
AL627082.1	235	0	0	0	0	0	0
AL512408.1	2000	1	0	0	0	1	0
ARID1A	15939	441	197	470	534	773	847
PIGV	3382	54	86	72	51	51	82
RN7SL165P	291	0	0	0	0	0	0
AL034380.2	177	0	0	0	0	0	0
ZDHHC18	5460	17	43	55	59	70	109
SFN	1308	19	14	34	28	33	48
GPN2	4966	114	72	143	69	121	168
AL034380.1	306	0	0	0	0	0	0
GPATCH3	2226	74	31	64	41	41	48
NUDC	2848	538	276	598	476	551	759
NR0B2	1165	0	0	0	0	0	0
KDF1	1855	83	81	86	18	29	33
RPL12P13	497	0	0	0	0	0	0
AL356390.1	397	0	0	0	0	0	0
OSTCP2	444	0	0	0	0	0	0
TRNP1	1979	30	35	60	3	3	2
TENT5B	2382	925	396	1080	54	103	93
SLC9A1	6195	78	106	123	97	119	160
AL590640.2	527	1	0	0	1	2	0
CHCHD3P3	640	0	0	0	0	0	0
NPM1P39	867	0	0	1	0	0	0
SNRPEP7	220	0	0	0	0	0	0
AL590640.1	379	0	0	1	0	1	0
WDTC1	5911	27	12	23	187	224	237
FO393419.3	282	0	0	0	0	0	0
TMEM222	4476	309	367	410	191	166	215
RNU6-48P	107	0	0	0	0	0	0
ACTG1P20	468	5	2	3	12	5	2
SYTL1	5584	13	10	9	56	54	50
MAP3K6	5746	25	5	23	36	52	48
FCN3	2167	0	1	0	1	0	0
CD164L2	1994	1	5	2	0	2	4
FO393419.1	355	0	0	0	0	0	0
GPR3	2137	27	63	59	30	38	48
WASF2	5681	107	60	140	169	222	268
FO393419.2	428	0	0	0	0	0	0
BX293535.1	283	0	0	0	0	0	0
AHDC1	8297	85	25	102	239	374	481
FGR	3382	0	0	1	0	0	0
AL031729.1	192	0	1	5	0	0	0
LINC02574	441	0	0	0	0	0	0
IFI6	842	10	15	10	12	30	25
AL445490.1	1651	0	0	0	0	0	0
RNU6-949P	107	0	0	0	0	0	0
CHMP1AP1	662	1	0	0	0	0	0
RNU6-424P	105	0	0	0	0	0	0
AL020997.5	935	0	0	0	0	0	0
FAM76A	4034	22	35	45	30	30	36
AL020997.1	349	0	0	1	0	0	0
RPEP3	676	0	0	0	0	0	0
STX12	3801	21	26	34	42	46	62
AL020997.2	184	0	0	0	0	0	0
AL020997.3	359	0	0	0	0	0	0
RNU6-1245P	106	0	0	0	0	0	0
AL020997.4	1471	0	0	0	0	0	0
PPP1R8	2815	170	134	213	176	201	267
SCARNA1	166	0	0	4	6	2	4
THEMIS2	4621	59	26	49	15	24	29
RPA2	1981	191	120	245	94	204	167
SMPDL3B	2663	373	471	564	46	72	87
AL512288.1	491	0	0	0	0	0	0
XKR8	2743	35	67	43	14	23	19
EYA3	6424	105	47	101	52	87	71
AL512288.2	367	0	0	0	0	0	0
RN7SL559P	297	0	0	0	0	0	0
SPCS2P4	681	1	0	1	0	1	0
AL137792.2	235	0	0	1	0	0	0
AL137792.1	557	0	0	0	0	0	0
RNU6-176P	105	0	0	0	0	0	0
PTAFR	4208	5	3	0	5	3	3
DNAJC8	2892	34	18	31	60	62	57
ATP5IF1	2225	579	789	776	323	355	437
AL353622.1	1945	0	0	0	0	0	0
AL353622.2	425	0	0	0	0	0	0
SESN2	3462	63	63	68	81	144	149
MED18	2017	50	42	45	22	50	41
PHACTR4	7317	104	74	97	284	283	392
CR391992.1	394	0	0	0	1	0	0
RNU6ATAC27P	119	0	0	0	0	0	0
RCC1	3888	368	151	493	67	77	110
SNHG3	4088	30	16	23	2	4	17
SNORA73A	206	0	0	0	0	0	0
SNORA73B	204	102	14	84	912	1862	1886
PRDX3P2	611	1	0	0	0	0	1
AL513497.1	2083	0	0	0	0	0	0
TRNAU1AP	4311	109	88	98	63	99	104
SNHG12	4266	75	53	43	33	46	44
SNORD99	74	16	2	16	34	67	71
SNORA61	130	0	0	0	0	0	0
SNORA44	132	0	0	0	0	0	0
SNORA16A	137	0	0	0	0	0	0
TAF12	2337	129	81	111	198	221	275
RAB42	2200	13	7	7	0	0	0
LINC01715	978	0	0	0	0	0	1
AL360012.1	131	0	0	0	0	0	0
RNU11	134	0	0	0	0	0	0
GMEB1	6459	106	90	122	86	133	140
RF00422	267	0	0	0	0	0	0
YTHDF2	3729	606	197	599	194	292	338
OPRD1	9345	1	3	2	0	1	2
AL009181.1	1085	0	0	0	0	0	0
EPB41	19993	459	133	464	1055	1069	1445
AL138785.1	331	0	0	0	0	0	0
RF00017	48236	4	10	12	8	8	17
TMEM200B	2606	121	160	175	39	36	40
AL357500.1	279	0	0	0	0	0	0
SRSF4	8806	187	85	213	208	265	320
RF02271	6033	0	0	0	1	0	0
MECR	3922	135	123	165	168	215	218
AL590729.1	573	0	0	0	0	0	0
PTPRU	6682	197	211	280	309	374	471
LINC01756	2148	0	0	0	0	2	1
AL671862.1	349	0	0	0	0	0	0
AC092265.1	498	0	0	0	0	0	0
AL645944.2	1953	0	0	0	0	0	0
AL645944.1	493	0	0	0	0	0	0
LINC01648	1519	0	0	0	0	0	0
AL137076.1	551	0	0	0	0	0	0
AL021921.1	93	0	0	0	0	0	0
AL161638.2	507	0	0	0	0	0	0
AL161638.1	481	0	0	0	0	0	0
MATN1	4604	0	1	0	0	2	0
MATN1-AS1	4024	0	0	0	0	0	1
AL137857.1	1077	0	0	0	0	0	0
LAPTM5	3228	0	0	0	1	0	1
MIR4420	77	0	0	0	0	0	0
AL137027.1	444	0	0	0	0	0	0
LINC01778	2111	0	0	0	0	1	0
RN7SKP91	288	0	0	0	0	1	0
AL445235.1	1747	0	0	2	0	0	0
SDC3	7065	66	56	65	78	89	96
RN7SL371P	267	0	0	0	0	0	0
PUM1	6621	391	172	430	483	532	641
AL356320.2	507	0	0	0	0	0	1
AL356320.1	163	0	0	0	0	0	0
SELENOWP1	252	0	0	0	0	0	0
AC114495.1	436	0	0	3	0	0	0
NKAIN1	3320	72	54	88	74	109	157
SNRNP40	3887	346	280	387	190	264	295
AC114495.2	437	0	0	0	0	0	0
ZCCHC17	1921	67	54	79	55	70	47
AL451070.1	439	0	0	0	1	0	0
FABP3	1026	73	105	113	15	26	18
SERINC2	3452	80	115	94	55	59	86
AC209007.1	1342	2	0	4	1	3	0
RNU6-40P	107	0	2	1	2	0	5
LINC01225	3555	0	0	0	0	0	0
LINC01226	9848	0	2	0	0	0	0
AC114488.1	813	0	0	0	0	0	1
TINAGL1	5281	20	17	30	3	3	0
HCRTR1	2558	0	0	0	1	0	0
PEF1	2223	111	74	143	41	68	83
AC114488.2	2216	0	0	0	0	2	0
AC114488.3	480	0	0	1	1	0	0
COL16A1	9253	22	15	25	53	72	75
ADGRB2	7756	31	36	30	60	43	45
MIR4254	76	0	0	0	0	0	0
AL354919.2	537	0	0	0	0	0	1
SPOCD1	7085	2	1	1	10	13	15
AL354919.1	2257	0	0	0	0	0	0
AL136115.2	587	0	0	0	0	0	0
PTP4A2	6708	205	109	206	301	342	443
AL136115.1	517	0	1	0	0	0	0
AL136115.3	1873	0	0	0	0	1	0
KHDRBS1	3544	3298	839	3431	919	1818	1897
AL445248.1	624	0	0	0	0	0	0
TMEM39B	2787	96	140	141	89	90	124
MIR5585	59	0	0	0	0	0	0
KPNA6	7457	485	145	519	244	386	355
AL049795.2	667	0	0	0	0	0	0
TXLNA	5114	480	184	469	704	828	962
CCDC28B	2818	211	304	334	97	93	165
AL049795.1	1357	0	0	0	0	0	0
IQCC	2478	44	16	24	26	34	31
DCDC2B	1869	0	0	0	0	0	3
TMEM234	3571	34	47	70	36	44	55
EIF3I	1725	1258	881	1742	654	728	899
MTMR9LP	2961	23	27	27	33	52	47
FAM167B	947	1	0	0	0	1	0
LCK	3339	134	79	103	2	8	4
HDAC1	3966	438	228	469	486	505	642
MARCKSL1	1546	515	529	695	223	278	272
AL109945.1	687	0	0	0	0	0	0
TSSK3	1849	0	0	0	1	0	1
FAM229A	2845	0	0	1	3	4	4
BSDC1	6271	118	87	109	223	225	239
GAPDHP20	1007	1	2	1	1	0	2
AL356986.1	341	0	0	0	0	0	0
LRRC37A12P	1801	2	0	3	0	0	1
RN7SL122P	301	0	1	0	0	0	0
AL033529.1	3447	0	0	0	0	0	0
ZBTB8B	12831	13	15	22	2	7	12
ZBTB8A	7077	3	1	1	0	3	1
ZBTB8OS	3531	71	51	87	54	27	36
RBBP4	9470	215	138	210	293	355	421
SYNC	3487	0	0	0	0	0	0
AC114489.1	395	0	0	0	0	0	0
KIAA1522	6020	70	48	69	43	46	50
YARS	8212	1706	890	1785	850	893	1155
S100PBP	9190	130	79	120	135	202	181
FNDC5	3199	1	2	1	5	12	15
HPCA	1964	1	0	1	3	0	5
TMEM54	1417	12	18	14	21	10	14
AL031602.2	575	0	0	0	0	0	0
RNF19B	2610	42	52	75	40	51	71
AL031602.1	911	0	0	0	0	0	0
AL355864.1	526	0	0	0	0	0	0
AL355864.2	863	0	0	0	0	0	0
AL020995.1	1680	0	0	0	0	0	0
AK2	5727	87	49	75	92	98	141
AZIN2	9581	1	0	2	7	6	4
AL662907.1	1360	1	0	0	0	0	0
TRIM62	3976	28	25	41	18	15	26
AL662907.2	3448	0	0	0	0	0	2
AL662907.3	1947	0	0	0	1	0	0
ZNF362	3384	44	39	56	68	112	120
AL513327.3	469	0	0	0	0	0	0
A3GALT2	1023	0	0	0	0	0	1
AL513327.1	4015	0	0	0	1	0	0
PHC2	4975	18	13	27	188	176	262
MIR3605	100	0	0	0	0	2	4
RN7SKP16	299	1	0	1	1	0	1
AL513327.2	490	0	0	0	2	0	0
TLR12P	2706	0	0	1	0	0	0
ZSCAN20	5308	11	7	12	31	29	30
AC115285.1	736	0	0	2	1	0	0
CSMD2	18157	69	68	94	24	36	44
HSPD1P14	1618	0	0	0	0	0	0
HMGB4	2561	0	0	0	0	0	0
CSMD2-AS1	2619	0	0	0	0	0	0
RNA5SP42	115	7	7	13	9	6	3
C1orf94	3339	17	16	43	0	1	1
AC115286.1	434	0	0	0	0	0	0
AC099565.1	1426	0	0	0	0	0	0
MIR552	96	0	0	0	0	0	0
SMIM12	10337	54	86	45	39	60	49
GJB5	1355	0	0	0	0	2	0
GJB4	1444	1	0	0	0	1	0
AL121988.1	560	0	0	0	0	0	0
GJB3	2362	0	1	3	1	0	0
GJA4	1716	3	8	6	0	0	1
AL122010.1	720	0	0	0	0	0	0
DLGAP3	4042	40	18	39	17	14	20
AC114490.3	3163	0	0	0	0	0	0
AC114490.1	1887	0	0	0	0	0	0
AC114490.2	3099	0	0	0	0	0	0
TMEM35B	922	0	0	1	0	0	0
ZMYM6	9568	10	7	15	9	12	0
ZMYM1	5205	191	69	156	97	142	174
RPL12P45	478	0	0	0	0	0	0
EFCAB14P1	463	0	0	0	0	0	0
AL590434.1	1886	0	0	0	0	3	0
SFPQ	7419	2794	672	2955	2150	2684	2599
ZMYM4	7647	134	54	121	135	200	206
RN7SL503P	303	2	0	0	1	1	1
RF00091	813	0	0	0	0	0	0
RPL5P4	886	0	0	1	0	0	0
ZMYM4-AS1	459	0	0	0	0	0	0
KIAA0319L	9619	207	179	256	174	200	253
AC004865.1	1003	0	0	0	0	0	0
NCDN	4917	229	96	230	36	76	87
AC004865.2	1030	0	0	1	0	1	1
TFAP2E	2272	2	2	2	3	3	1
PSMB2	4528	713	683	938	290	508	556
C1orf216	3049	22	22	29	13	7	22
CLSPN	9591	181	56	226	273	248	405
AL354864.1	539	0	0	0	0	0	0
AGO4	7423	17	9	16	20	35	25
AGO1	13890	94	69	105	144	173	207
AL139286.1	483	0	0	0	0	0	0
AL139286.3	1802	0	0	0	1	0	0
AL139286.2	396	0	0	0	0	0	0
AGO3	21153	42	32	40	95	93	124
AL138787.2	659	0	0	0	0	0	0
AL138787.1	1674	0	0	0	0	0	0
TEKT2	1959	5	2	2	22	47	41
ADPRHL2	1651	113	104	118	59	65	73
COL8A2	4669	19	17	25	1	0	3
TRAPPC3	3527	193	168	177	136	136	153
MAP7D1	5271	136	91	170	835	918	1114
RN7SL131P	256	0	0	0	0	0	0
THRAP3	4720	1585	146	1392	269	463	467
UBE2V2P4	259	0	0	0	0	0	0
SH3D21	4474	27	14	10	185	205	242
EVA1B	1211	12	16	30	20	22	46
AL591845.1	1838	3	2	3	8	5	4
AL591845.2	4878	0	0	0	0	2	0
STK40	5590	37	7	31	196	190	312
LSM10	1506	29	18	37	43	43	53
RNU4-27P	139	0	0	0	0	0	0
OSCP1	2788	18	14	19	17	23	38
SNORA63C	129	1	0	0	2	1	1
MRPS15	2863	391	375	535	216	225	225
CSF3R	8429	0	0	0	0	2	2
FTLP18	523	0	0	0	0	0	0
AL596257.1	2694	1	0	0	0	1	1
AC117945.2	1521	0	0	0	0	0	0
AC117945.1	778	0	0	0	0	0	0
GRIK3	10497	16	21	21	7	2	10
AL031430.1	1039	0	0	0	0	0	0
AL353604.1	3153	0	0	0	0	0	0
MIR4255	72	0	0	0	0	0	0
RNU6-636P	107	0	0	0	0	0	0
RNA5SP43	110	0	0	0	0	1	0
RPS29P6	145	0	0	0	0	0	0
LINC01137	3019	0	0	0	0	0	3
ZC3H12A	3091	27	19	40	25	27	49
MIR6732	60	0	0	0	0	0	0
MEAF6	3487	109	94	114	89	100	111
MIR5581	60	0	0	0	0	0	0
SNIP1	5718	77	13	53	65	59	84
FTH1P1	532	0	0	0	0	0	1
AL034379.1	253	0	0	0	0	1	0
DNALI1	4456	22	13	21	60	81	65
GNL2	5747	340	104	339	247	264	318
AL513220.1	1326	0	0	0	0	0	0
RSPO1	3058	0	0	0	3	1	8
C1orf109	4434	92	45	150	68	101	128
CDCA8	2406	173	88	198	164	209	268
EPHA10	8152	5	1	0	2	0	2
ACTN4P2	1892	0	0	0	0	0	0
AL929472.1	429	0	0	0	0	0	0
MANEAL	3018	26	18	35	5	3	6
AL929472.3	700	0	0	0	0	0	0
YRDC	1848	98	114	139	63	58	59
C1orf122	2231	72	85	109	32	34	55
MTF1	7989	9	7	12	17	33	38
AL929472.4	691	0	0	0	0	0	0
AL929472.2	481	0	0	0	0	0	0
INPP5B	8930	158	76	160	112	153	148
RF00092	707	0	0	0	0	0	0
RNU6-584P	95	0	0	0	0	0	0
SF3A3	3894	772	264	812	552	647	705
RNU6-510P	108	0	0	0	1	1	0
FHL3	2004	250	176	307	117	141	149
UTP11	3381	234	114	281	166	210	203
POU3F1	2184	17	11	30	48	52	70
AL139158.2	684	1	0	0	3	2	2
AL139158.1	340	0	0	0	0	0	0
MIR3659	99	0	0	0	1	1	0
AL139158.3	1562	0	0	1	0	0	0
AL390839.1	1033	0	0	0	0	0	0
AL390839.2	1235	0	0	0	0	0	0
LINC01343	2573	0	0	0	0	0	0
AL513479.1	585	0	0	0	0	0	0
RNU6-753P	107	0	0	0	0	0	0
LINC01685	3673	0	0	0	0	0	0
AL354702.1	1960	0	1	0	2	0	1
AL354702.2	1240	0	0	0	0	0	0
RRAGC	5116	19	9	10	21	20	37
AL139260.2	2171	0	0	0	0	0	0
AL139260.1	2004	0	0	0	3	0	3
MYCBP	2773	1	2	2	3	8	4
AL139260.3	3251	0	0	0	0	0	0
GJA9	2057	0	0	0	0	0	0
RHBDL2	2826	0	0	0	0	1	0
RNU6-605P	108	0	0	0	0	0	0
EIF1P2	350	0	2	3	0	0	0
AKIRIN1	2688	185	210	222	66	69	87
NDUFS5	548	2594	2020	2845	540	542	789
MACF1	40739	488	233	475	1904	2477	2864
RNU6-608P	104	0	0	0	0	0	0
RNA5SP44	133	9	6	9	13	5	7
AL356055.1	446	0	0	0	0	0	0
AL442071.2	1941	0	0	0	0	0	0
AL442071.1	558	0	0	0	0	0	0
HSPE1P8	288	0	0	0	1	0	0
BMP8A	5636	0	0	1	2	1	2
OXCT2P1	1535	0	0	1	0	0	0
PPIEL	5416	0	0	2	0	3	4
PABPC4	6782	356	96	388	204	289	260
PABPC4-AS1	1408	0	0	0	0	0	0
SNORA55	135	3	3	4	8	39	20
HEYL	4077	0	3	7	9	26	25
AL035404.2	304	0	0	0	0	0	0
NT5C1A	1107	0	0	0	0	0	0
HPCAL4	4758	0	0	0	1	2	0
PPIE	8071	123	56	120	228	311	333
AL035404.1	568	0	0	0	0	0	0
RNU7-121P	62	0	0	0	0	0	0
BMP8B	4826	0	4	0	0	0	0
OXCT2	1826	0	0	0	0	1	0
AL033527.6	1218	0	0	0	0	0	0
AL033527.3	1196	0	0	0	0	0	0
AL033527.1	154	0	0	0	0	0	0
AL033527.5	1744	0	0	0	0	0	0
AL033527.4	673	0	0	0	0	0	0
TRIT1	6533	120	107	161	218	220	312
MYCL	5063	38	30	56	51	68	76
AL033527.2	785	0	0	0	0	0	0
MFSD2A	4007	72	97	87	15	14	17
AL663070.1	725	0	0	0	0	0	0
CAP1	3814	1575	717	1852	305	483	621
PPT1	5088	853	1531	1216	764	671	846
AL512599.1	685	0	0	0	0	0	0
RLF	6232	90	32	96	87	109	99
RNU6-1237P	107	0	0	0	0	0	0
TMCO2	846	0	0	0	0	0	0
AL050341.2	1541	12	6	3	21	18	27
ZMPSTE24	3439	343	385	385	125	106	153
AL050341.1	313	0	0	0	0	0	0
COL9A2	4215	38	64	59	92	87	154
AL031985.2	480	0	1	0	0	0	0
SMAP2	3601	36	17	35	37	35	46
AL031985.1	418	0	0	0	0	0	0
AL031985.4	673	0	0	0	0	0	0
ZFP69B	2566	21	10	15	19	36	39
AL031985.3	2449	0	0	0	0	0	1
AL603839.4	1005	0	0	0	0	0	0
ZFP69	3173	4	1	8	6	13	5
AL603839.3	605	0	1	0	0	0	0
EXO5	3092	15	10	18	4	12	11
AL603839.1	432	0	0	0	0	0	0
AL603839.2	546	0	0	0	4	0	6
ZNF684	3101	28	14	34	10	28	18
AL356379.2	720	0	0	0	0	0	0
AL356379.1	126	0	0	0	0	0	0
GTF2F2P2	721	0	0	0	0	0	0
RIMS3	7259	7	12	16	28	38	33
AL031289.2	1672	0	0	0	0	0	0
AL031289.1	471	0	0	0	0	0	0
NFYC-AS1	1687	0	0	0	1	1	0
NFYC	5990	147	81	142	90	112	109
MIR30E	92	51	48	58	74	50	74
